record_id,route_id,origin_station,destination_station,district,encoded_transport,fare_hkd,distance_km,scheduled_duration_min,hour_of_day,day_of_week,is_holiday,weather_condition,country_code,internal_batch_id,survey_code,campaign_tag,device_theme,promo_bucket,random_zone_code,passenger_token,session_id,ticket_reference,device_id_hash,distance_m,fare_hkd_rounded,route_group,is_peak_hour,service_note,ops_comment_code,route_label_variant
R07712,RT034,stn_central,ktown_stop,Central and Western,tram%20local%20premium%20CTB,na-fare,,,8,Thu,0,sunny,hkg,B6903,S4,none,large_text,B,zone-4,PX22376508,S1838998962,TKT-832072,dev-ba22e691,16040,31,group-0,1,normal service,OPS-D,Route-034
R07713,RT015, Admiralty ,cwb_hub,Central and Western,bus_bus_local_standard_K.M.B.,300.0,120.0 km,5.0 hrs,15,Thu,1,wx_c,hkg,B6804,S2,commuter_plus,contrast,none,zone-2,PX46776920,S8303904135,TKT-142862,dev-c691bc26,350000,1,group-0,0,minor queue,OPS-A,ROUTE 015
R07714,RT071,ktown_stop,mk_hub,Yau Tsim Mong,bus_local_standard_K.M.B._v7,,,,5,Fri,0,wx_c,mac,B5572,S1,none,contrast,B,zone-3,PX44777449,S9838099697,TKT-509259,dev-22d6b4b0,820,4,group-0,0,platform crowding,OPS-B,ROUTE 071
R07715,RT023,Wan%20Chai,stn_central,Wan Chai,bus_exp_Kowloon Motor Bus,1.0,0.5,3.0,21,fri,0,,mac,B8742,S1,commuter_plus,large_text,C,zone-1,PX14986758,S2581174078,TKT-720908,dev-99530869,75,0,group-0,0,weather watch,OPS-C,ROUTE 023
R07716,RT045,tst_east,np_ferry,Yau Tsim Mong,tram%20local%20standard%20CTB,,2970m,,16,Fri,0,,hkg,B7847,S3,none,classic,none,zone-5,PX78511896,S6099329727,TKT-956574,dev-fe28cf3d,2970,8,group-0,0,priority boarding,OPS-D,ROUTE 045
R07717,RT005, Sha Tin   ,NORTH POINT,Sha Tin,bus_local_Standard_K.M.B.,NA,,,17,Tue,0,,hkg,B1875,S1,none,contrast,B,zone-3,PX81595731,S7482730411,TKT-748227,dev-f8d9cf99,3910,8,group-0,1,platform crowding,OPS-A,ROUTE 005
R07718,RT028,tsw_line,causeway%20bay,Wan Chai,FERRY-AIRPORT_express_standard_hkkf,,,,23,Fri,0,,852,B6045,S4,none,compact,C,zone-1,PX86671986,S1666174576,TKT-788687,dev-6bb24ecb,5660,34,group-0,0,platform crowding,OPS-C,ROUTE 028
R07719,RT033,Tsim%20Sha%20Tsui,admiralty,Yau Tsim Mong,bus_LOCAL_standard_CityBus,,,,16,Thu,0,,hkg,B6232,S4,none,large_text,none,zone-4,PX29898822,S6984642000,TKT-427455,dev-d45b1119,10490,17,group-0,0,normal service,OPS-D,ROUTE 033
R07720,RT077,stn_central,Causeway%20Bay,Central and Western,bus-XHBR-local-standard-CityBus,400.0 HKD,0.1 km,840.0,7,Mon,0,,hk-zone,B6712,S3,none,large_text,none,zone-4,PX10247814,S8113769009,TKT-663011,dev-ae9f4cd6,120000,1,group-0,1,platform crowding,OPS-C,Route-077
R07721,RT030,Central Stn,Mongkok,Central and Western,bus_local_premium_CityBus(note=reroute),,"1,18",8.0,22,Mon,0,,hkg,B3969,S3,tourist_day,large_text,C,zone-3,PX76453668,S3442971164,TKT-706620,dev-d0d7b6b8,1180,11,group-0,0,weather watch,OPS-C,Route-030
R07722,RT063,tsim.sha.tsui,CAUSEWAY%20BAY,Yau Tsim Mong,bus_local_STANDARD_Kowloon Motor Bus;backup=KMB,,,,13,Thu,0,,hkg,B5955,S3,none,large_text,C,zone-2,PX11442501,S3033955913,TKT-289890,dev-b31ff93f,1990,7,group-0,0,platform crowding,OPS-B,Route-063
R07723,RT001,ktown_stop,Tswan,Eastern,BUS-cross-harbour_BUS-cross-harbour_Express_STANDARD_Kowloon Motor Bus,,,,17,Thu,0,,legacy,B9638,S2,none,large_text,B,zone-2,PX84413209,S9546533266,TKT-851839,dev-0b87eadc,15630,27,group-0,1,minor queue,OPS-A,Route-001
R07724,RT022,C. Station,adm_xfer,Central and Western,tram_Local_STANDARD_citybus,,,0.4 hrs,21,Sat,1,,mac,B3717,S1,summer_push,contrast,A,zone-1,PX21516580,S7287223007,TKT-758641,dev-7f1ac70f,3520,6,group-0,0,normal service,OPS-B,ROUTE 022
R07725,RT069,shatin_term,stn_central,Sha Tin,Bus-Night_Express_Premium_CityBus,,,19.0,13,sat,0,sunny,852,B2374,S1,summer_push,large_text,none,zone-5,PX72796825,S5510847460,TKT-445544,dev-b6b79be2,3090,19,group-0,0,priority boarding,OPS-A,ROUTE 069
R07726,RT023,tst_east,np_ferry,Tsuen Wan,tram-crossharbour_local_standard_CTB,missing,,,21,Thu,0,heavy-rn,legacy,B4726,S2,none,large_text,none,zone-2,PX35721909,S7714714639,TKT-340678,dev-5130ab97,11990,20,group-0,0,minor queue,OPS-C,Route-023
R07727,RT026,Central.Station,tst_east,Central and Western,bus_express_premium_K.M.B._v7,23.3 fare,unknown,T29,23,Wed,0,,hkg,B8787,S2,none,large_text,none,zone-5,PX20937757,S5504502228,TKT-425070,dev-97c6b2c3,5190,23,group-0,0,platform crowding,OPS-D,Route-026
R07728,RT079,Admiralty Station  ,mong kok,Central and Western,bus-night-local-premium-CityBus,2.0-7.0,0.5 km,0.0 hrs,13,Wed,0,,hkg,B3520,S1,none,contrast,A,zone-2,PX24570374,S9481408162,TKT-594927,dev-3c490695,900000,9000,group-0,0,normal service,OPS-D,ROUTE 079
R07729,RT034,Causeway%20Bay,stn_central,Wan Chai,Ferry_local_Premium_Hong Kong Ferry,2.0 fare,0.2-1.4,0.0 hrs,5,Sun,1,,hkg,B6390,S4,tourist_day,classic,none,zone-1,PX96212660,S9734849440,TKT-254544,dev-ac7744a7,25,999,group-0,0,priority boarding,OPS-C,Route-034
R07730,RT005,North%20Pt,stn_central,Eastern,BUS_local_STANDARD_Kowloon Motor Bus,missing,0.1-1.3,T5,19,Fri,0,,hkg,B4109,S3,commuter_plus,compact,B,zone-5,PX44585013,S4641576486,TKT-719571,dev-602464b8,120000,0,group-0,1,platform crowding,OPS-C,Route-005
R07731,RT058,mk_hub,Central%20Station,Yau Tsim Mong,tram__local-standard__CTB,,,,20,Wed,0,,hkg,B6516,S2,commuter_plus,contrast,A,zone-5,PX86518746,S2776178843,TKT-873092,dev-0529cac1,2790,8,group-0,0,normal service,OPS-C,Route-058
R07732,RT063,np_ferry,adm_xfer,Yau Tsim Mong,bus__express-standard__Kowloon Motor Bus,150.0,600.0-601.2,300.0,5,Fri,0,wx_hr,territory-hk,B6424,S4,commuter_plus,large_text,B,zone-2,PX56238726,S2723132838,TKT-976239,dev-31c69750,350000,999,group-0,0,minor queue,OPS-C,ROUTE 063
R07733,RT030,stn_central,ktown_stop,Sha Tin,[bus][local][standard][K.M.B.]_[bus][local][standard][K.M.B.],0.0,about 0.5,00:04:00,23,Thu,1,sunny,852,B1011,S4,none,classic,none,zone-2,PX62273654,S3737756517,TKT-732768,dev-7183af05,350000,0,group-0,0,priority boarding,OPS-D,ROUTE 030
R07734,RT011, Mong%20Kok ,c.%20station,Yau Tsim Mong,op=tram-airport|standard|local|CTB,missing,0.05 / route,2.0,19,thu,0,,legacy,B1856,S2,none,large_text,none,zone-3,PX19429474,S7541165677,TKT-237868,dev-2e329668,75,1,group-0,1,priority boarding,OPS-B,Route-011
R07735,RT045,ktown_stop,shatin_term,Sha Tin,tram_express_premium_CTB,,unknown,27 min,8,Sun,0,wx_s,hkg,B7698,S3,tourist_day,compact,A,zone-4,PX34957116,S1091242129,TKT-943522,dev-8a73289b,5200,12,group-0,1,platform crowding,OPS-D,ROUTE 045
R07736,RT070,Causeway%20Bay,tst_east,Wan Chai,ferry_ferry_LOCAL_STANDARD_hkkf,,about 4.53,dur=23,18,Fri,1,,hkg,B3164,S1,summer_push,classic,C,zone-4,PX31874584,S2932913021,TKT-820443,dev-c87bc511,4530,11,group-0,1,priority boarding,OPS-B,Route-070
R07737,RT007,Wan%20Chai,Tsim%20Sha%20Tsui,Wan Chai,Bus-AIRPORT_express_standard_Kowloon Motor Bus,,,,18,Sun,0,,geo::hkg,B2032,S2,commuter_plus,contrast,none,zone-5,PX34661675,S7423371145,TKT-841253,dev-5e498ac4,2800,32,group-0,1,minor queue,OPS-B,Route-007
R07738,RT051, sha tin ,Tsim%20Sha%20Tsui,Sha Tin,BUS-Night_LOCAL_STANDARD_K.M.B.,,,,16,Thu,0,,chn,B5466,S4,summer_push,compact,none,zone-1,PX89525106,S9373385150,TKT-951708,dev-db113aab,8300,13,group-0,0,normal service,OPS-A,Route-051
R07739,RT079,Sha.Tin,tst_east,Sha Tin,Ferry-cross-harbour_local_STANDARD_HK Ferry,240.0 fare,about 4.0,about 950,15,sat,0,,geo::hkg,B2520,S4,none,large_text,B,zone-3,PX33642435,S9895819877,TKT-125640,dev-0cb1a8f2,900000,0,group-0,0,platform crowding,OPS-A,ROUTE 079
R07740,RT026,TsimShaTsui,shatin_term,Yau Tsim Mong,meta[route=901;value=bus-night_local_standard_K.M.B.;flag=B],,,,7,Thu,0,,hkg,B4491,S3,tourist_day,compact,none,zone-5,PX34380101,S1607878874,TKT-584711,dev-59f9cde8,2870,7,group-0,1,priority boarding,OPS-D,ROUTE 026
R07741,RT024, Wanchai ,Tsuen%20Wan,Wan Chai,svc:ferry_svc:ferry_local_standard_HK Ferry,,,,22,Thu,0,,hkg,B8188,S2,none,large_text,B,zone-3,PX15700272,S6755425375,TKT-969817,dev-aafa74b9,8870,13,group-0,0,normal service,OPS-D,Route-024
R07742,RT007,ADMIRALTY,MongKok,Central and Western,ferry_ferry_express_standard_HKKF,9.5,,,10,Wed,0,,hkg,B5836,S4,none,large_text,none,zone-5,PX69438021,S9445504595,TKT-782726,dev-67378630,2100,10,group-0,0,platform crowding,OPS-A,Route-007
R07743,RT078,ktown_stop,Wan.Chai,Central and Western,bus-Airport_Local_premium_CityBus,500.0,n/a-dist,420.0,10,fri,0,,geo::hkg,B8785,S3,none,contrast,none,zone-5,PX36814701,S2744764218,TKT-690532,dev-2f9eb58e,350000,2500,group-0,0,platform crowding,OPS-D,ROUTE 078
R07744,RT023,causeway bay,ktown_stop,Wan Chai,bus_local_standard_CTB,,,,8,Mon,1,,hkg,B8383,S4,tourist_day,classic,none,zone-2,PX68116834,S6785910239,TKT-900706,dev-8cea3e8d,4620,9,group-0,1,priority boarding,OPS-A,Route-023
R07745,RT014,Wan%20Chai  ,CAUSEWAY%20BAY,Wan Chai,TRAM_EXPRESS_standard_CTB,,,,8,Fri,0,,hkg,B8601,S3,tourist_day,large_text,none,zone-4,PX23485686,S8925675762,TKT-979719,dev-84be4508,9840,20,group-0,1,platform crowding,OPS-D,ROUTE 014
R07746,RT016, Wan Chai ,stn_central,Wan Chai,bus-night-local-premium-CityBus,~1.0,0.5,about 1,6,Thu,0,,mac,B1611,S1,commuter_plus,classic,none,zone-5,PX58438260,S2471732561,TKT-683729,dev-8129d3eb,900000,1,group-0,0,platform crowding,OPS-D,Route-016
R07747,RT053,np_ferry,tsw_line,Yau Tsim Mong,Tram_LOCAL_standard_CityBus,6.8 HKD,1.05,,20,Fri,1,heavy-rn,territory-hk,B5565,S4,none,contrast,B,zone-4,PX49797230,S1770187833,TKT-904258,dev-f836d7fc,1050,7,group-0,0,platform crowding,OPS-D,ROUTE 053
R07748,RT006,WAN CHAI,tsw_line,Tsuen Wan,BUS_local_Standard_ctb,,,,22,Mon,0,,hkg,B8532,S3,tourist_day,contrast,B,zone-2,PX25683362,S2392732661,TKT-653803,dev-9d83c324,7820,12,group-0,0,priority boarding,OPS-A,Route-006
R07749,RT049,mong%20kok,ADM,Yau Tsim Mong,meta356:bus_express_standard_KMB:v2,,,,6,Tue,1,,hkg,B2232,S2,none,large_text,B,zone-4,PX85917247,S2610221135,TKT-613737,dev-6a533cbc,8730,17,group-0,0,normal service,OPS-A,ROUTE 049
R07750,RT057,ktown_stop,shatin_term,Central and Western,bus_express_standard_KMB(note=queue),0.0 fare,0.5-1.7,0.0 hrs,8,Thu,0,wx_s,852,B1317,S2,summer_push,classic,none,zone-2,PX62808465,S8947568718,TKT-475492,dev-7d2b018f,120000,2500,group-0,1,normal service,OPS-D,Route-057
R07751,RT025,S Tin,K%20Town,Sha Tin,tramlocalstandardCTB,,,,13,Thu,0,,chn,B5511,S1,summer_push,large_text,none,zone-3,PX83868590,S2235454899,TKT-561681,dev-7692fa2e,28000,38,group-0,0,priority boarding,OPS-C,ROUTE 025
R07752,RT064,shatin_term,ktown_stop,Central and Western,tram-XHBR|local|standard|CityBus,"0,1",5.0-6.2,0.5,8,Mon,0,wx_s,852,B3103,S2,tourist_day,contrast,none,zone-2,PX50405376,S2359871522,TKT-716092,dev-5538e847,25,1,group-0,1,minor queue,OPS-B,ROUTE 064
R07753,RT051,cwb_hub,North%20Point,Central and Western,tram_express_standard_CTB,150.0 HKD,250.0,480.0,8,Mon,0,Unknown,hkg,B9154,S4,none,large_text,A,zone-3,PX41447157,S4434079783,TKT-287211,dev-1c14c707,25,999,group-0,1,normal service,OPS-C,ROUTE 051
R07754,RT007,stn_central,Kennedy.Town,Central and Western,bus-express-standard-K.M.B.,fare=20.7,12.24,na-dur,18,Wed,0,,hkg,B1688,S4,none,compact,none,zone-3,PX60712656,S4367636174,TKT-738956,dev-90efe8c4,12240,21,group-0,1,priority boarding,OPS-C,Route-007
R07755,RT029,wanchai_stop,Central Stn,Wan Chai,Bus_LOCAL_Standard_Kowloon Motor Bus;backup=KMB,,,,21,Wed,0,,hkg,B5889,S4,commuter_plus,contrast,A,zone-3,PX38708443,S3586167096,TKT-632171,dev-5b0ead8b,8970,16,group-0,0,platform crowding,OPS-B,ROUTE 029
R07756,RT009,NorthPoint,Sha%20Tin,Eastern,bus%20local%20standard%20CTB,,,,11,Wed,0,,hkg,B2133,S2,commuter_plus,contrast,C,zone-2,PX65689451,S3225271345,TKT-792807,dev-63d15f4a,10390,17,group-0,0,weather watch,OPS-D,Route-009
R07757,RT006,stn_central,shatin_term,Central and Western,bus_Local_Standard_Kowloon Motor Bus,,2.86,24.0,14,Sun,0,cloudy,hkg,B4900,S2,none,large_text,A,zone-1,PX77908000,S6645224451,TKT-477785,dev-1daadb89,2860,7,group-0,0,normal service,OPS-D,ROUTE 006
R07758,RT016,adm_xfer,np_ferry,Yau Tsim Mong,buslocalstandardCityBus,~15.1,9.68 km,,12,Tue,0,heavy-rn,geo-hkg-v2,B6325,S3,none,large_text,B,zone-2,PX17275191,S5278069725,TKT-646535,dev-d208b8dd,9680,15,group-0,0,normal service,OPS-D,Route-016
R07759,RT069,ktown_stop,ADMIRALTY,Central and Western,bus_Local_standard_K.M.B.,missing,5350m,26 min,12,Fri,0,,hkg,B3615,S4,summer_push,compact,B,zone-3,PX61425121,S4755044381,TKT-875498,dev-5756dc70,5350,11,group-0,0,minor queue,OPS-A,ROUTE 069
R07760,RT045,tst_east,CAUSEWAY BAY,Central and Western,type=bus|mode=local|service=standard|operator=KMB,5.8 fare,about 1.22,dur=9,6,Tue,0,wx_s,hkg,B9680,S1,tourist_day,classic,B,zone-3,PX14345079,S9215180854,TKT-884101,dev-3989bbd2,1220,6,group-0,0,normal service,OPS-A,ROUTE 045
R07761,RT011,adm_xfer,WanChai,Central and Western,meta800:bus_local_premium_CTB:v6,18.7-23.7,4.8,32m est,18,Mon,1,,hkg,B1277,S1,none,large_text,none,zone-2,PX75470061,S6894616014,TKT-344618,dev-d8165d4c,4800,19,group-0,1,normal service,OPS-B,Route-011
R07762,RT021,TsuenWan,ShaTin,Tsuen Wan,tram_express_standard_CTB,,,,22,Fri,1,,hkg,B6529,S2,summer_push,large_text,A,zone-4,PX35070964,S2204749445,TKT-209487,dev-84afce6c,6280,14,group-0,0,priority boarding,OPS-D,Route-021
R07763,RT014,mong kok,CausewayBay,Yau Tsim Mong,Bus_Local_Standard_K.M.B.,,,,19,Sat,0,,hkg,B5161,S2,tourist_day,contrast,none,zone-2,PX34394969,S4592428262,TKT-223584,dev-ff864052,8350,15,group-0,1,normal service,OPS-D,Route-014
R07764,RT041,np_ferry,tst_east,Yau Tsim Mong,FERRY_Express_Standard_hkkf,10.1 HKD,"3,05",13.0,23,Wed,0,,hkg,B4865,S3,commuter_plus,classic,none,zone-2,PX88412566,S5764303311,TKT-769302,dev-cdbd9acd,3050,10,group-0,0,normal service,OPS-D,ROUTE 041
R07765,RT051,tst_east,Kennedy%20Town,Wan Chai,bus_local_standard_CityBus,,,,20,Thu,1,,hkg,B1449,S1,none,contrast,none,zone-2,PX89781698,S5089403958,TKT-674275,dev-c8cde741,7040,12,group-0,0,minor queue,OPS-D,Route-051
R07766,RT079,tsw_line,SHA TIN,Tsuen Wan,BUS_express_Standard_CityBus,18.6 HKD,,,11,Fri,0,,hkg,B3590,S4,none,compact,A,zone-3,PX73384221,S8875542829,TKT-358477,dev-0e236b5b,10290,19,group-0,0,weather watch,OPS-C,Route-079
R07767,RT064,Kennedy Tn,wan%20chai,Central and Western,ferry_ferry_standard_local_Hong Kong Ferry,HK$900.0,60.0,180 min,20,Fri,0,rain??,hkg,B5191,S1,none,classic,B,zone-3,PX61580506,S1811139284,TKT-774878,dev-4400c765,25,999,group-0,0,minor queue,OPS-A,Route-064
R07768,RT026,stn_central,ktown_stop,Central and Western,ferry_local_premium_HKKF,,,,9,fri,0,wx_s,hkg,B9814,S1,none,contrast,none,zone-5,PX20090120,S2413393900,TKT-360409,dev-ea8d32a3,8090,14,group-0,1,normal service,OPS-B,Route-026
R07769,RT019,stn_central,shatin_term,Central and Western,Tram_Local_STANDARD_ctb,,,,12,Sun,0,wx_c,hkg,B2821,S3,summer_push,large_text,A,zone-1,PX24000337,S8799152207,TKT-677046,dev-e9b25a04,3430,9,group-0,0,priority boarding,OPS-D,ROUTE 019
R07770,RT012,North%20Point,tsim sha tsui,Eastern,bus_Local_STANDARD_CityBus,,5.21km approx,,18,Tue,0,,hkg,B4331,S4,commuter_plus,contrast,C,zone-1,PX30775411,S6709246531,TKT-959613,dev-3f33ff02,5210,12,group-0,1,minor queue,OPS-A,ROUTE 012
R07771,RT012,ktown_stop,shatin_term,Sha Tin,BUS_local_standard_Kowloon Motor Bus,2.0 HKD,unknown,4.0,10,Fri,0,cloudy,geo::hkg,B9436,S1,tourist_day,compact,C,zone-4,PX55287863,S1392224804,TKT-680791,dev-a1749e1c,350000,999,group-0,0,platform crowding,OPS-A,Route-012
R07772,RT001,central%20station, Wan Chai ,Central and Western,tram_local_standard_CityBus;backup=KMB,11.6,,52 min,19,Sun,1,wx_r,hkg,B4058,S2,none,compact,A,zone-5,PX52925791,S6220883080,TKT-544651,dev-f954c2f4,8070,12,group-0,1,platform crowding,OPS-A,ROUTE 001
R07773,RT035,mk_hub,tsw_line,Yau Tsim Mong,Bus_LOCAL_STANDARD_kmb,,,,8,Wed,0,,hkg,B5618,S4,none,large_text,B,zone-3,PX28819609,S9728607054,TKT-371570,dev-e0a9083b,12640,18,group-0,1,normal service,OPS-B,ROUTE 035
R07774,RT033, North Point ,central station,Eastern,BUS_express_PREMIUM_ctb,"26,4","10,14",about 51,7,Sat,1,wx_s,hkg,B2098,S2,none,contrast,A,zone-4,PX45113022,S7382012642,TKT-189949,dev-0e8fab5c,10140,26,group-0,1,priority boarding,OPS-B,ROUTE 033
R07775,RT014,stn_central,cwb_hub,Wan Chai,svc=meta[route=203;value=bus-XHBR;mode=local;tier=standard;op=K.M.B.;flag=A];tag=B2,,8.68,,19,Fri,0,rain??,hkg,B2333,S1,none,large_text,none,zone-3,PX56927336,S2387026593,TKT-694120,dev-10dd0a3f,8680,15,group-0,1,priority boarding,OPS-D,Route-014
R07776,RT040,stn_central,shatin_term,Sha Tin,op=bus-airport|local|standard|Kowloon Motor Bus,250.0 HKD,unknown,12.0 hrs,14,Tue,0,wx_s,hkg,B6551,S2,none,compact,A,zone-1,PX92802567,S3979928188,TKT-997475,dev-70ae65f7,75,0,group-0,0,priority boarding,OPS-B,Route-040
R07777,RT011,ktown_stop,shatin_term,Central and Western,bus_Local_standard_kmb,11.0 HKD,,,22,Wed,0,,hkg,B4354,S4,commuter_plus,contrast,C,zone-4,PX23263796,S5643996956,TKT-505263,dev-c2506230,6250,11,group-0,0,priority boarding,OPS-B,ROUTE 011
R07778,RT014,stn_central,ktown_stop,Central and Western,ferry_local_premium_HKKF,,,,8,Sat,1,sunny,geo::hkg,B9988,S1,commuter_plus,classic,none,zone-3,PX46784910,S1556448026,TKT-292630,dev-88857c5a,2190,6,group-0,1,weather watch,OPS-A,ROUTE 014
R07779,RT064,Tsim.Sha.Tsui.East,mong%20kok,Yau Tsim Mong,busXHBRlocalstandardK.M.B.,"0,0",about 0.2,1 min,18,Thu,0,,legacy,B2273,S1,tourist_day,large_text,A,zone-3,PX15923984,S2549430338,TKT-372167,dev-b717efa6,350000,999,group-0,1,priority boarding,OPS-A,Route-064
R07780,RT036,Causeway%20Bay  ,Central%20Station,Wan Chai,op=ferry-airport%20local%20standard%20HK Ferry_op=ferry-airport%20local%20standard%20HK Ferry,,,,9,Tue,0,,hk-zone,B5798,S4,none,classic,none,zone-4,PX41480342,S4302409207,TKT-977694,dev-49af15cf,5580,28,group-0,1,priority boarding,OPS-A,Route-036
R07781,RT021,Mong%2520Kok,cwb_hub,Yau Tsim Mong,BUS_BUS_Local_Standard_K.M.B.,,,,13,Sun,1,,hkg,B9199,S2,none,contrast,none,zone-4,PX77613216,S7552688177,TKT-970558,dev-5efcb7c8,12030,17,group-0,0,priority boarding,OPS-B,ROUTE 021
R07782,RT067, Wan Chai , Tsuen.Wan ,Wan Chai,svc=bus;tier=standard;mode=local;op=CityBus,"8,9",about 3.33,00:20:00,14,Wed,0,,hkg,B5361,S3,none,compact,none,zone-3,PX61592026,S2652335024,TKT-765863,dev-d72081bd,3330,9,group-0,0,weather watch,OPS-B,Route-067
R07783,RT079, KennedyTown ,stn_central,Central and Western,BUS-Night_LOCAL_standard_kmb,900.0,600.0-601.2,300-308 min,21,Mon,1,,na_region,B6501,S4,summer_push,contrast,none,zone-4,PX21383383,S5058500626,TKT-833406,dev-383df2c3,120000,9000,group-0,0,priority boarding,OPS-B,Route-079
R07784,RT031,Shatin,Tswan,Sha Tin,tram_local_CityBus,~12.5,5.57,37 min,12,Tue,0,,na_region,B6852,S3,none,compact,none,zone-2,PX86322400,S5783404306,TKT-675341,dev-22a2f956,5570,12,group-0,0,platform crowding,OPS-C,ROUTE 031
R07785,RT013,tsim sha tsui,tsw_line,Yau Tsim Mong,TRAM_local_standard_citybus;backup=CTB,,,,11,Sun,0,,mac,B8666,S4,commuter_plus,compact,none,zone-1,PX50072813,S5826470261,TKT-483952,dev-726b5d58,3090,7,group-0,0,minor queue,OPS-B,Route-013
R07786,RT048,mong kok,TsuenWan,Yau Tsim Mong,[bus][local][standard][KMB],,,,14,Wed,0,,hkg,B4205,S3,summer_push,contrast,C,zone-5,PX39741991,S9227966468,TKT-834397,dev-2accdd25,7820,12,group-0,0,weather watch,OPS-A,ROUTE 048
R07787,RT012,tsw_line,cwb_hub,Yau Tsim Mong,bus_Express_STANDARD_Kowloon Motor Bus,0.0,unknown,3.0,23,Sat,0,,hkg,B8429,S1,none,compact,none,zone-4,PX65630921,S7282615532,TKT-246443,dev-651e1d50,75,999,group-0,0,platform crowding,OPS-A,ROUTE 012
R07788,RT049,mk_hub,Causeway%20Bay  ,Yau Tsim Mong,Tram_LOCAL_premium_ctb,0.0,0.5,4.0,12,Sat,0,,hkg,B2366,S2,tourist_day,classic,C,zone-5,PX33080835,S8705919097,TKT-601399,dev-12299a70,350000,999,group-0,0,normal service,OPS-C,ROUTE 049
R07789,RT010,shatin_term,stn_central,Central and Western,op=busairportexpressstandardK.M.B.;backup=CTB,,,,15,Mon,1,wx_c,852,B7217,S3,none,compact,none,zone-3,PX85525843,S9674238448,TKT-651270,dev-e7fb5600,8400,38,group-0,0,normal service,OPS-A,ROUTE 010
R07790,RT033,North%20Point,admiralty,Eastern,BUS_Local_Standard_Kowloon Motor Bus,,,,6,Fri,0,,hkg,B4614,S1,commuter_plus,contrast,none,zone-5,PX92495284,S9281397135,TKT-257575,dev-34aa82e7,3330,5,group-0,0,priority boarding,OPS-B,Route-033
R07791,RT065,North%20Pt, Mong Kok ,Eastern,type=tram|mode=express|service=standard|operator=CTB,18.6,8.56-9.8,52 min,16,Thu,0,,hkg,B4956,S2,none,compact,none,zone-1,PX76144314,S8627276076,TKT-390762,dev-65501529,8560,19,group-0,0,minor queue,OPS-C,ROUTE 065
R07792,RT023,shatin_term,Wan%20Chai,Tsuen Wan,bus-crossharbour_Local_standard_CityBus,HKD:0.5,0.05 km,5.0,6,fri,1,,territory-hk,B9295,S4,none,compact,none,zone-1,PX50370479,S6174074549,TKT-823966,dev-a4518411,75,0,group-0,0,normal service,OPS-A,Route-023
R07793,RT028,tsuen wan,Mong%20Kok,Tsuen Wan,TRAM_Local_standard_CTB,,,,5,Wed,0,,hkg,B2427,S3,commuter_plus,large_text,A,zone-2,PX29896672,S2497785858,TKT-647571,dev-0b36ddb8,2670,7,group-0,0,normal service,OPS-A,ROUTE 028
R07794,RT053,stn_central,shatin_term,Sha Tin,tram_tram_LOCAL_Standard_ctb,,,,9,Mon,0,wx.cld.ops,852,B3611,S2,none,compact,B,zone-5,PX87230740,S2694586166,TKT-487994,dev-37e3bc8e,800,7,group-0,1,normal service,OPS-D,Route-053
R07795,RT040,Central%20Station,Mong%20Kok,Central and Western,Bus_express_Standard_Kowloon Motor Bus,,,,8,Mon,1,,hkg,B6723,S3,commuter_plus,large_text,A,zone-5,PX98886502,S5909159653,TKT-478279,dev-fcff1b15,5310,16,group-0,1,platform crowding,OPS-D,Route-040
R07796,RT026,TsimShaTsui,adm_xfer,Yau Tsim Mong,Bus_LOCAL_STANDARD_kmb;backup=KMB,,,,14,Mon,0,,hkg,B1546,S1,none,contrast,none,zone-3,PX36784302,S5484035616,TKT-457165,dev-27483b01,3530,10,group-0,0,minor queue,OPS-A,Route-026
R07797,RT026, K Town ,np_ferry,Central and Western,bus_LOCAL_Standard_Kowloon Motor Bus,HK$10.4,,,8,Tue,0,,hkg,B6920,S1,tourist_day,contrast,none,zone-4,PX73042299,S5449406512,TKT-269775,dev-b182c935,5080,10,group-0,1,normal service,OPS-B,Route-026
R07798,RT068,wan chai,adm_xfer,Wan Chai,TRAM-Airport_Local_STANDARD_CityBus,2.0 HKD,"0,5",dur=5,9,Fri,0,,territory-hk,B6399,S2,commuter_plus,contrast,C,zone-1,PX65753550,S1967629126,TKT-642217,dev-0daf0884,350000,2500,group-0,1,weather watch,OPS-D,ROUTE 068
R07799,RT016,Mong%20Kok,K Town,Yau Tsim Mong,BUS_local_STANDARD_K.M.B.;backup=KMB,na-fare,0.1,3.0,21,Tue,0,,hkg,B5325,S4,commuter_plus,large_text,A,zone-5,PX61642195,S7022642354,TKT-928160,dev-940a372b,350000,9000,group-0,0,normal service,OPS-D,Route-016
R07800,RT050,wanchai_stop,KENNEDY TOWN,Wan Chai,Bus_Bus_standard_local_ctb,NA,unknown,2 min,16,Wed,0,,hkg,B7288,S4,tourist_day,contrast,B,zone-2,PX74041018,S8159167331,TKT-796830,dev-487df62d,900000,2500,group-0,0,weather watch,OPS-C,Route-050
R07801,RT036,tst_east,C. Station  ,Yau Tsim Mong,bus_local_Premium_ctb;backup=KMB,"2,0",0.2,1.0,5,thu,0,,hkg,B6382,S4,none,large_text,B,zone-1,PX74197229,S6259129438,TKT-760945,dev-a1c6e05a,900000,1,group-0,0,minor queue,OPS-C,ROUTE 036
